LAT,LON,PARAMETER,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
21.25,-110.75,ALLSKY_SFC_SW_DWN,4.6,5.55,6.59,7.23,7.67,7.41,7.3,6.95,6.12,5.73,4.77,4.13,6.17
21.75,-110.75,ALLSKY_SFC_SW_DWN,4.6,5.55,6.59,7.23,7.67,7.41,7.3,6.95,6.12,5.73,4.77,4.13,6.17
22.25,-110.75,ALLSKY_SFC_SW_DWN,4.6,5.52,6.63,7.35,7.75,7.57,7.42,7.04,6.22,5.78,4.79,4.17,6.24
22.75,-110.75,ALLSKY_SFC_SW_DWN,4.6,5.52,6.63,7.35,7.75,7.57,7.42,7.04,6.22,5.78,4.79,4.17,6.24
23.25,-110.75,ALLSKY_SFC_SW_DWN,4.48,5.32,6.48,7.2,7.64,7.51,7.31,6.85,6.12,5.61,4.69,4.08,6.11
23.75,-110.75,ALLSKY_SFC_SW_DWN,4.48,5.32,6.48,7.2,7.64,7.51,7.31,6.85,6.12,5.61,4.69,4.08,6.11
24.25,-110.75,ALLSKY_SFC_SW_DWN,3.8,4.74,5.96,6.79,7.36,7.3,6.71,6.16,5.55,5.02,4.15,3.54,5.59
24.75,-110.75,ALLSKY_SFC_SW_DWN,3.8,4.74,5.96,6.79,7.36,7.3,6.71,6.16,5.55,5.02,4.15,3.54,5.59
25.25,-110.75,ALLSKY_SFC_SW_DWN,4.21,5.07,6.4,7.29,7.97,7.95,7.27,6.62,6.09,5.48,4.51,3.86,6.06
25.75,-110.75,ALLSKY_SFC_SW_DWN,4.21,5.07,6.4,7.29,7.97,7.95,7.27,6.62,6.09,5.48,4.51,3.86,6.06
26.25,-110.75,ALLSKY_SFC_SW_DWN,4.32,5.16,6.62,7.57,8.19,8.21,7.48,6.88,6.34,5.63,4.6,3.94,6.24
26.75,-110.75,ALLSKY_SFC_SW_DWN,4.32,5.16,6.62,7.57,8.19,8.21,7.48,6.88,6.34,5.63,4.6,3.94,6.24
27.25,-110.75,ALLSKY_SFC_SW_DWN,4.14,4.99,6.5,7.44,8.12,8.16,7.36,6.69,6.25,5.44,4.44,3.79,6.11
27.75,-110.75,ALLSKY_SFC_SW_DWN,4.14,4.99,6.5,7.44,8.12,8.16,7.36,6.69,6.25,5.44,4.44,3.79,6.11
28.25,-110.75,ALLSKY_SFC_SW_DWN,3.84,4.68,6.14,6.99,7.41,7.22,6.44,5.89,5.68,4.96,4.16,3.57,5.58
28.75,-110.75,ALLSKY_SFC_SW_DWN,3.84,4.68,6.14,6.99,7.41,7.22,6.44,5.89,5.68,4.96,4.16,3.57,5.58
29.25,-110.75,ALLSKY_SFC_SW_DWN,3.8,4.66,6.19,7.31,7.72,7.71,6.69,6.14,5.81,5.06,4.17,3.54,5.73
29.75,-110.75,ALLSKY_SFC_SW_DWN,3.8,4.66,6.19,7.31,7.72,7.71,6.69,6.14,5.81,5.06,4.17,3.54,5.73
30.25,-110.75,ALLSKY_SFC_SW_DWN,3.71,4.58,6.15,7.39,7.97,7.85,6.54,6.06,5.8,4.99,4.09,3.46,5.72
30.75,-110.75,ALLSKY_SFC_SW_DWN,3.71,4.58,6.15,7.39,7.97,7.85,6.54,6.06,5.8,4.99,4.09,3.46,5.72
31.25,-110.75,ALLSKY_SFC_SW_DWN,3.55,4.4,5.97,7.25,7.9,7.77,6.28,5.78,5.64,4.79,3.93,3.29,5.55
31.75,-110.75,ALLSKY_SFC_SW_DWN,3.55,4.4,5.97,7.25,7.9,7.77,6.28,5.78,5.64,4.79,3.93,3.29,5.55
32.25,-110.75,ALLSKY_SFC_SW_DWN,3.36,4.23,5.7,7.05,7.62,7.56,6.46,5.9,5.63,4.61,3.7,3.09,5.41
32.75,-110.75,ALLSKY_SFC_SW_DWN,3.36,4.23,5.7,7.05,7.62,7.56,6.46,5.9,5.63,4.61,3.7,3.09,5.41
14.75,-110.25,ALLSKY_SFC_SW_DWN,4.8,5.86,6.6,6.79,6.66,6.28,5.96,5.91,5.55,5.52,5.07,4.47,5.79
15.25,-110.25,ALLSKY_SFC_SW_DWN,4.82,5.82,6.54,6.82,6.76,6.4,6.24,6.09,5.63,5.56,5.05,4.47,5.85
15.75,-110.25,ALLSKY_SFC_SW_DWN,4.82,5.82,6.54,6.82,6.76,6.4,6.24,6.09,5.63,5.56,5.05,4.47,5.85
16.25,-110.25,ALLSKY_SFC_SW_DWN,4.79,5.76,6.51,6.87,6.83,6.44,6.46,6.24,5.69,5.61,5.01,4.44,5.89
16.75,-110.25,ALLSKY_SFC_SW_DWN,4.79,5.76,6.51,6.87,6.83,6.44,6.46,6.24,5.69,5.61,5.01,4.44,5.89
17.25,-110.25,ALLSKY_SFC_SW_DWN,4.75,5.68,6.53,6.94,6.97,6.58,6.66,6.4,5.78,5.62,4.97,4.4,5.94
17.75,-110.25,ALLSKY_SFC_SW_DWN,4.75,5.68,6.53,6.94,6.97,6.58,6.66,6.4,5.78,5.62,4.97,4.4,5.94
18.25,-110.25,ALLSKY_SFC_SW_DWN,4.7,5.6,6.54,6.99,7.15,6.75,6.81,6.56,5.84,5.62,4.95,4.34,5.99
18.75,-110.25,ALLSKY_SFC_SW_DWN,4.7,5.6,6.54,6.99,7.15,6.75,6.81,6.56,5.84,5.62,4.95,4.34,5.99
19.25,-110.25,ALLSKY_SFC_SW_DWN,4.63,5.58,6.49,7.02,7.3,6.97,6.98,6.67,5.87,5.61,4.87,4.24,6.02
19.75,-110.25,ALLSKY_SFC_SW_DWN,4.63,5.58,6.49,7.02,7.3,6.97,6.98,6.67,5.87,5.61,4.87,4.24,6.02
20.25,-110.25,ALLSKY_SFC_SW_DWN,4.6,5.55,6.54,7.08,7.49,7.15,7.12,6.78,5.97,5.65,4.82,4.17,6.08
20.75,-110.25,ALLSKY_SFC_SW_DWN,4.6,5.55,6.54,7.08,7.49,7.15,7.12,6.78,5.97,5.65,4.82,4.17,6.08
21.25,-110.25,ALLSKY_SFC_SW_DWN,4.6,5.55,6.59,7.23,7.67,7.41,7.3,6.95,6.12,5.73,4.77,4.13,6.17
21.75,-110.25,ALLSKY_SFC_SW_DWN,4.6,5.55,6.59,7.23,7.67,7.41,7.3,6.95,6.12,5.73,4.77,4.13,6.17
22.25,-110.25,ALLSKY_SFC_SW_DWN,4.6,5.52,6.63,7.35,7.75,7.57,7.42,7.04,6.22,5.78,4.79,4.17,6.24
22.75,-110.25,ALLSKY_SFC_SW_DWN,4.6,5.52,6.63,7.35,7.75,7.57,7.42,7.04,6.22,5.78,4.79,4.17,6.24
23.25,-110.25,ALLSKY_SFC_SW_DWN,4.48,5.32,6.48,7.2,7.64,7.51,7.31,6.85,6.12,5.61,4.69,4.08,6.11
23.75,-110.25,ALLSKY_SFC_SW_DWN,4.48,5.32,6.48,7.2,7.64,7.51,7.31,6.85,6.12,5.61,4.69,4.08,6.11
24.25,-110.25,ALLSKY_SFC_SW_DWN,3.8,4.74,5.96,6.79,7.36,7.3,6.71,6.16,5.55,5.02,4.15,3.54,5.59
24.75,-110.25,ALLSKY_SFC_SW_DWN,3.8,4.74,5.96,6.79,7.36,7.3,6.71,6.16,5.55,5.02,4.15,3.54,5.59
25.25,-110.25,ALLSKY_SFC_SW_DWN,4.21,5.07,6.4,7.29,7.97,7.95,7.27,6.62,6.09,5.48,4.51,3.86,6.06
25.75,-110.25,ALLSKY_SFC_SW_DWN,4.21,5.07,6.4,7.29,7.97,7.95,7.27,6.62,6.09,5.48,4.51,3.86,6.06
26.25,-110.25,ALLSKY_SFC_SW_DWN,4.32,5.16,6.62,7.57,8.19,8.21,7.48,6.88,6.34,5.63,4.6,3.94,6.24
26.75,-110.25,ALLSKY_SFC_SW_DWN,4.32,5.16,6.62,7.57,8.19,8.21,7.48,6.88,6.34,5.63,4.6,3.94,6.24
27.25,-110.25,ALLSKY_SFC_SW_DWN,4.14,4.99,6.5,7.44,8.12,8.16,7.36,6.69,6.25,5.44,4.44,3.79,6.11
27.75,-110.25,ALLSKY_SFC_SW_DWN,4.14,4.99,6.5,7.44,8.12,8.16,7.36,6.69,6.25,5.44,4.44,3.79,6.11
28.25,-110.25,ALLSKY_SFC_SW_DWN,3.84,4.68,6.14,6.99,7.41,7.22,6.44,5.89,5.68,4.96,4.16,3.57,5.58
28.75,-110.25,ALLSKY_SFC_SW_DWN,3.84,4.68,6.14,6.99,7.41,7.22,6.44,5.89,5.68,4.96,4.16,3.57,5.58
29.25,-110.25,ALLSKY_SFC_SW_DWN,3.8,4.66,6.19,7.31,7.72,7.71,6.69,6.14,5.81,5.06,4.17,3.54,5.73
29.75,-110.25,ALLSKY_SFC_SW_DWN,3.8,4.66,6.19,7.31,7.72,7.71,6.69,6.14,5.81,5.06,4.17,3.54,5.73
30.25,-110.25,ALLSKY_SFC_SW_DWN,3.71,4.58,6.15,7.39,7.97,7.85,6.54,6.06,5.8,4.99,4.09,3.46,5.72
30.75,-110.25,ALLSKY_SFC_SW_DWN,3.71,4.58,6.15,7.39,7.97,7.85,6.54,6.06,5.8,4.99,4.09,3.46,5.72
31.25,-110.25,ALLSKY_SFC_SW_DWN,3.55,4.4,5.97,7.25,7.9,7.77,6.28,5.78,5.64,4.79,3.93,3.29,5.55
31.75,-110.25,ALLSKY_SFC_SW_DWN,3.55,4.4,5.97,7.25,7.9,7.77,6.28,5.78,5.64,4.79,3.93,3.29,5.55
32.25,-110.25,ALLSKY_SFC_SW_DWN,3.36,4.23,5.7,7.05,7.62,7.56,6.46,5.9,5.63,4.61,3.7,3.09,5.41
32.75,-110.25,ALLSKY_SFC_SW_DWN,3.36,4.23,5.7,7.05,7.62,7.56,6.46,5.9,5.63,4.61,3.7,3.09,5.41
14.75,-109.75,ALLSKY_SFC_SW_DWN,4.87,5.94,6.68,6.89,6.64,6.16,5.91,5.86,5.42,5.46,5.09,4.55,5.79
15.25,-109.75,ALLSKY_SFC_SW_DWN,4.87,5.89,6.62,6.92,6.77,6.34,6.16,6.03,5.54,5.55,5.06,4.54,5.86
15.75,-109.75,ALLSKY_SFC_SW_DWN,4.87,5.89,6.62,6.92,6.77,6.34,6.16,6.03,5.54,5.55,5.06,4.54,5.86
16.25,-109.75,ALLSKY_SFC_SW_DWN,4.86,5.86,6.61,6.97,6.89,6.47,6.4,6.21,5.6,5.61,5.03,4.5,5.92
16.75,-109.75,ALLSKY_SFC_SW_DWN,4.86,5.86,6.61,6.97,6.89,6.47,6.4,6.21,5.6,5.61,5.03,4.5,5.92
17.25,-109.75,ALLSKY_SFC_SW_DWN,4.79,5.79,6.61,7.02,7.05,6.63,6.59,6.32,5.65,5.66,5.03,4.43,5.96
17.75,-109.75,ALLSKY_SFC_SW_DWN,4.79,5.79,6.61,7.02,7.05,6.63,6.59,6.32,5.65,5.66,5.03,4.43,5.96
18.25,-109.75,ALLSKY_SFC_SW_DWN,4.72,5.67,6.6,7.09,7.18,6.86,6.8,6.49,5.78,5.6,4.98,4.4,6.01
18.75,-109.75,ALLSKY_SFC_SW_DWN,4.72,5.67,6.6,7.09,7.18,6.86,6.8,6.49,5.78,5.6,4.98,4.4,6.01
19.25,-109.75,ALLSKY_SFC_SW_DWN,4.67,5.61,6.56,7.1,7.32,7,6.99,6.58,5.84,5.61,4.93,4.32,6.04
19.75,-109.75,ALLSKY_SFC_SW_DWN,4.67,5.61,6.56,7.1,7.32,7,6.99,6.58,5.84,5.61,4.93,4.32,6.04
20.25,-109.75,ALLSKY_SFC_SW_DWN,4.64,5.59,6.6,7.21,7.58,7.22,7.1,6.7,5.94,5.66,4.89,4.22,6.11
20.75,-109.75,ALLSKY_SFC_SW_DWN,4.64,5.59,6.6,7.21,7.58,7.22,7.1,6.7,5.94,5.66,4.89,4.22,6.11
21.25,-109.75,ALLSKY_SFC_SW_DWN,4.63,5.6,6.7,7.34,7.82,7.48,7.33,6.85,6.11,5.73,4.85,4.17,6.22
21.75,-109.75,ALLSKY_SFC_SW_DWN,4.63,5.6,6.7,7.34,7.82,7.48,7.33,6.85,6.11,5.73,4.85,4.17,6.22
22.25,-109.75,ALLSKY_SFC_SW_DWN,4.62,5.58,6.74,7.44,7.92,7.73,7.44,6.9,6.22,5.79,4.83,4.18,6.28
22.75,-109.75,ALLSKY_SFC_SW_DWN,4.62,5.58,6.74,7.44,7.92,7.73,7.44,6.9,6.22,5.79,4.83,4.18,6.28
23.25,-109.75,ALLSKY_SFC_SW_DWN,4.28,5.18,6.28,6.98,7.48,7.33,6.63,6.14,5.61,5.33,4.52,3.96,5.81
23.75,-109.75,ALLSKY_SFC_SW_DWN,4.28,5.18,6.28,6.98,7.48,7.33,6.63,6.14,5.61,5.33,4.52,3.96,5.81
24.25,-109.75,ALLSKY_SFC_SW_DWN,4.42,5.32,6.64,7.5,8.08,8.07,7.36,6.74,6.23,5.7,4.69,4.07,6.24
24.75,-109.75,ALLSKY_SFC_SW_DWN,4.42,5.32,6.64,7.5,8.08,8.07,7.36,6.74,6.23,5.7,4.69,4.07,6.24
25.25,-109.75,ALLSKY_SFC_SW_DWN,4.4,5.28,6.66,7.53,8.14,8.1,7.37,6.83,6.26,5.66,4.68,4.04,6.25
25.75,-109.75,ALLSKY_SFC_SW_DWN,4.4,5.28,6.66,7.53,8.14,8.1,7.37,6.83,6.26,5.66,4.68,4.04,6.25
26.25,-109.75,ALLSKY_SFC_SW_DWN,4.24,5.08,6.51,7.39,8.08,7.94,7.18,6.59,6.15,5.46,4.52,3.89,6.09
26.75,-109.75,ALLSKY_SFC_SW_DWN,4.24,5.08,6.51,7.39,8.08,7.94,7.18,6.59,6.15,5.46,4.52,3.89,6.09
27.25,-109.75,ALLSKY_SFC_SW_DWN,4.07,4.94,6.39,7.26,7.8,7.56,6.59,6.09,5.88,5.18,4.38,3.77,5.83
27.75,-109.75,ALLSKY_SFC_SW_DWN,4.07,4.94,6.39,7.26,7.8,7.56,6.59,6.09,5.88,5.18,4.38,3.77,5.83
28.25,-109.75,ALLSKY_SFC_SW_DWN,4,4.83,6.38,7.45,8.01,7.73,6.65,6.2,5.9,5.18,4.32,3.7,5.86
28.75,-109.75,ALLSKY_SFC_SW_DWN,4,4.83,6.38,7.45,8.01,7.73,6.65,6.2,5.9,5.18,4.32,3.7,5.86
29.25,-109.75,ALLSKY_SFC_SW_DWN,3.88,4.72,6.32,7.52,8.12,7.96,6.78,6.36,5.96,5.15,4.24,3.6,5.88
29.75,-109.75,ALLSKY_SFC_SW_DWN,3.88,4.72,6.32,7.52,8.12,7.96,6.78,6.36,5.96,5.15,4.24,3.6,5.88
30.25,-109.75,ALLSKY_SFC_SW_DWN,3.74,4.55,6.17,7.44,8.01,7.81,6.45,6.05,5.78,5,4.12,3.45,5.71
30.75,-109.75,ALLSKY_SFC_SW_DWN,3.74,4.55,6.17,7.44,8.01,7.81,6.45,6.05,5.78,5,4.12,3.45,5.71
31.25,-109.75,ALLSKY_SFC_SW_DWN,3.53,4.36,5.92,7.2,7.73,7.58,6.18,5.77,5.61,4.82,3.89,3.27,5.49
31.75,-109.75,ALLSKY_SFC_SW_DWN,3.53,4.36,5.92,7.2,7.73,7.58,6.18,5.77,5.61,4.82,3.89,3.27,5.49
32.25,-109.75,ALLSKY_SFC_SW_DWN,3.4,4.23,5.72,7.04,7.66,7.58,6.35,5.86,5.59,4.62,3.72,3.14,5.41
32.75,-109.75,ALLSKY_SFC_SW_DWN,3.4,4.23,5.72,7.04,7.66,7.58,6.35,5.86,5.59,4.62,3.72,3.14,5.41
14.75,-109.25,ALLSKY_SFC_SW_DWN,4.87,5.94,6.68,6.89,6.64,6.16,5.91,5.86,5.42,5.46,5.09,4.55,5.79
15.25,-109.25,ALLSKY_SFC_SW_DWN,4.87,5.89,6.62,6.92,6.77,6.34,6.16,6.03,5.54,5.55,5.06,4.54,5.86
15.75,-109.25,ALLSKY_SFC_SW_DWN,4.87,5.89,6.62,6.92,6.77,6.34,6.16,6.03,5.54,5.55,5.06,4.54,5.86
16.25,-109.25,ALLSKY_SFC_SW_DWN,4.86,5.86,6.61,6.97,6.89,6.47,6.4,6.21,5.6,5.61,5.03,4.5,5.92
16.75,-109.25,ALLSKY_SFC_SW_DWN,4.86,5.86,6.61,6.97,6.89,6.47,6.4,6.21,5.6,5.61,5.03,4.5,5.92
17.25,-109.25,ALLSKY_SFC_SW_DWN,4.79,5.79,6.61,7.02,7.05,6.63,6.59,6.32,5.65,5.66,5.03,4.43,5.96
17.75,-109.25,ALLSKY_SFC_SW_DWN,4.79,5.79,6.61,7.02,7.05,6.63,6.59,6.32,5.65,5.66,5.03,4.43,5.96
18.25,-109.25,ALLSKY_SFC_SW_DWN,4.72,5.67,6.6,7.09,7.18,6.86,6.8,6.49,5.78,5.6,4.98,4.4,6.01
18.75,-109.25,ALLSKY_SFC_SW_DWN,4.72,5.67,6.6,7.09,7.18,6.86,6.8,6.49,5.78,5.6,4.98,4.4,6.01
19.25,-109.25,ALLSKY_SFC_SW_DWN,4.67,5.61,6.56,7.1,7.32,7,6.99,6.58,5.84,5.61,4.93,4.32,6.04
19.75,-109.25,ALLSKY_SFC_SW_DWN,4.67,5.61,6.56,7.1,7.32,7,6.99,6.58,5.84,5.61,4.93,4.32,6.04
20.25,-109.25,ALLSKY_SFC_SW_DWN,4.64,5.59,6.6,7.21,7.58,7.22,7.1,6.7,5.94,5.66,4.89,4.22,6.11
20.75,-109.25,ALLSKY_SFC_SW_DWN,4.64,5.59,6.6,7.21,7.58,7.22,7.1,6.7,5.94,5.66,4.89,4.22,6.11
21.25,-109.25,ALLSKY_SFC_SW_DWN,4.63,5.6,6.7,7.34,7.82,7.48,7.33,6.85,6.11,5.73,4.85,4.17,6.22
21.75,-109.25,ALLSKY_SFC_SW_DWN,4.63,5.6,6.7,7.34,7.82,7.48,7.33,6.85,6.11,5.73,4.85,4.17,6.22
22.25,-109.25,ALLSKY_SFC_SW_DWN,4.62,5.58,6.74,7.44,7.92,7.73,7.44,6.9,6.22,5.79,4.83,4.18,6.28
22.75,-109.25,ALLSKY_SFC_SW_DWN,4.62,5.58,6.74,7.44,7.92,7.73,7.44,6.9,6.22,5.79,4.83,4.18,6.28
23.25,-109.25,ALLSKY_SFC_SW_DWN,4.28,5.18,6.28,6.98,7.48,7.33,6.63,6.14,5.61,5.33,4.52,3.96,5.81
23.75,-109.25,ALLSKY_SFC_SW_DWN,4.28,5.18,6.28,6.98,7.48,7.33,6.63,6.14,5.61,5.33,4.52,3.96,5.81
24.25,-109.25,ALLSKY_SFC_SW_DWN,4.42,5.32,6.64,7.5,8.08,8.07,7.36,6.74,6.23,5.7,4.69,4.07,6.24
24.75,-109.25,ALLSKY_SFC_SW_DWN,4.42,5.32,6.64,7.5,8.08,8.07,7.36,6.74,6.23,5.7,4.69,4.07,6.24
25.25,-109.25,ALLSKY_SFC_SW_DWN,4.4,5.28,6.66,7.53,8.14,8.1,7.37,6.83,6.26,5.66,4.68,4.04,6.25
25.75,-109.25,ALLSKY_SFC_SW_DWN,4.4,5.28,6.66,7.53,8.14,8.1,7.37,6.83,6.26,5.66,4.68,4.04,6.25
26.25,-109.25,ALLSKY_SFC_SW_DWN,4.24,5.08,6.51,7.39,8.08,7.94,7.18,6.59,6.15,5.46,4.52,3.89,6.09
26.75,-109.25,ALLSKY_SFC_SW_DWN,4.24,5.08,6.51,7.39,8.08,7.94,7.18,6.59,6.15,5.46,4.52,3.89,6.09
27.25,-109.25,ALLSKY_SFC_SW_DWN,4.07,4.94,6.39,7.26,7.8,7.56,6.59,6.09,5.88,5.18,4.38,3.77,5.83
27.75,-109.25,ALLSKY_SFC_SW_DWN,4.07,4.94,6.39,7.26,7.8,7.56,6.59,6.09,5.88,5.18,4.38,3.77,5.83
28.25,-109.25,ALLSKY_SFC_SW_DWN,4,4.83,6.38,7.45,8.01,7.73,6.65,6.2,5.9,5.18,4.32,3.7,5.86
28.75,-109.25,ALLSKY_SFC_SW_DWN,4,4.83,6.38,7.45,8.01,7.73,6.65,6.2,5.9,5.18,4.32,3.7,5.86
29.25,-109.25,ALLSKY_SFC_SW_DWN,3.88,4.72,6.32,7.52,8.12,7.96,6.78,6.36,5.96,5.15,4.24,3.6,5.88
29.75,-109.25,ALLSKY_SFC_SW_DWN,3.88,4.72,6.32,7.52,8.12,7.96,6.78,6.36,5.96,5.15,4.24,3.6,5.88
30.25,-109.25,ALLSKY_SFC_SW_DWN,3.74,4.55,6.17,7.44,8.01,7.81,6.45,6.05,5.78,5,4.12,3.45,5.71
30.75,-109.25,ALLSKY_SFC_SW_DWN,3.74,4.55,6.17,7.44,8.01,7.81,6.45,6.05,5.78,5,4.12,3.45,5.71
31.25,-109.25,ALLSKY_SFC_SW_DWN,3.53,4.36,5.92,7.2,7.73,7.58,6.18,5.77,5.61,4.82,3.89,3.27,5.49
31.75,-109.25,ALLSKY_SFC_SW_DWN,3.53,4.36,5.92,7.2,7.73,7.58,6.18,5.77,5.61,4.82,3.89,3.27,5.49
32.25,-109.25,ALLSKY_SFC_SW_DWN,3.4,4.23,5.72,7.04,7.66,7.58,6.35,5.86,5.59,4.62,3.72,3.14,5.41
32.75,-109.25,ALLSKY_SFC_SW_DWN,3.4,4.23,5.72,7.04,7.66,7.58,6.35,5.86,5.59,4.62,3.72,3.14,5.41
14.75,-108.75,ALLSKY_SFC_SW_DWN,4.99,6.01,6.76,6.98,6.69,6.12,5.86,5.8,5.31,5.44,5.16,4.65,5.81
15.25,-108.75,ALLSKY_SFC_SW_DWN,4.95,5.96,6.69,7,6.8,6.26,6.06,5.99,5.43,5.56,5.12,4.63,5.87
15.75,-108.75,ALLSKY_SFC_SW_DWN,4.95,5.96,6.69,7,6.8,6.26,6.06,5.99,5.43,5.56,5.12,4.63,5.87
16.25,-108.75,ALLSKY_SFC_SW_DWN,4.92,5.92,6.67,7.03,6.86,6.46,6.27,6.14,5.48,5.62,5.09,4.56,5.92
16.75,-108.75,ALLSKY_SFC_SW_DWN,4.92,5.92,6.67,7.03,6.86,6.46,6.27,6.14,5.48,5.62,5.09,4.56,5.92
17.25,-108.75,ALLSKY_SFC_SW_DWN,4.85,5.86,6.67,7.09,7.03,6.7,6.49,6.21,5.56,5.64,5.07,4.52,5.97
17.75,-108.75,ALLSKY_SFC_SW_DWN,4.85,5.86,6.67,7.09,7.03,6.7,6.49,6.21,5.56,5.64,5.07,4.52,5.97
18.25,-108.75,ALLSKY_SFC_SW_DWN,4.78,5.77,6.68,7.14,7.25,6.86,6.75,6.31,5.66,5.62,5.03,4.44,6.02
18.75,-108.75,ALLSKY_SFC_SW_DWN,4.78,5.77,6.68,7.14,7.25,6.86,6.75,6.31,5.66,5.62,5.03,4.44,6.02
19.25,-108.75,ALLSKY_SFC_SW_DWN,4.7,5.7,6.67,7.2,7.39,7.05,6.89,6.4,5.78,5.6,4.98,4.36,6.06
19.75,-108.75,ALLSKY_SFC_SW_DWN,4.7,5.7,6.67,7.2,7.39,7.05,6.89,6.4,5.78,5.6,4.98,4.36,6.06
20.25,-108.75,ALLSKY_SFC_SW_DWN,4.67,5.65,6.67,7.24,7.57,7.25,7.03,6.52,5.86,5.62,4.94,4.28,6.11
20.75,-108.75,ALLSKY_SFC_SW_DWN,4.67,5.65,6.67,7.24,7.57,7.25,7.03,6.52,5.86,5.62,4.94,4.28,6.11
21.25,-108.75,ALLSKY_SFC_SW_DWN,4.64,5.61,6.71,7.34,7.8,7.5,7.18,6.66,5.98,5.69,4.89,4.2,6.18
21.75,-108.75,ALLSKY_SFC_SW_DWN,4.64,5.61,6.71,7.34,7.8,7.5,7.18,6.66,5.98,5.69,4.89,4.2,6.18
22.25,-108.75,ALLSKY_SFC_SW_DWN,4.6,5.6,6.76,7.45,7.97,7.78,7.29,6.7,6.13,5.76,4.87,4.17,6.26
22.75,-108.75,ALLSKY_SFC_SW_DWN,4.6,5.6,6.76,7.45,7.97,7.78,7.29,6.7,6.13,5.76,4.87,4.17,6.26
23.25,-108.75,ALLSKY_SFC_SW_DWN,4.49,5.43,6.68,7.4,7.98,7.92,7.15,6.51,6.04,5.67,4.72,4.11,6.18
23.75,-108.75,ALLSKY_SFC_SW_DWN,4.49,5.43,6.68,7.4,7.98,7.92,7.15,6.51,6.04,5.67,4.72,4.11,6.18
24.25,-108.75,ALLSKY_SFC_SW_DWN,4.46,5.39,6.7,7.5,8.1,8.02,7.19,6.64,6.13,5.7,4.73,4.11,6.22
24.75,-108.75,ALLSKY_SFC_SW_DWN,4.46,5.39,6.7,7.5,8.1,8.02,7.19,6.64,6.13,5.7,4.73,4.11,6.22
25.25,-108.75,ALLSKY_SFC_SW_DWN,4.24,5.11,6.4,7.21,7.77,7.48,6.54,6.14,5.73,5.27,4.48,3.9,5.86
25.75,-108.75,ALLSKY_SFC_SW_DWN,4.24,5.11,6.4,7.21,7.77,7.48,6.54,6.14,5.73,5.27,4.48,3.9,5.86
26.25,-108.75,ALLSKY_SFC_SW_DWN,4.15,4.99,6.39,7.31,7.89,7.32,6.25,5.97,5.7,5.28,4.46,3.83,5.8
26.75,-108.75,ALLSKY_SFC_SW_DWN,4.15,4.99,6.39,7.31,7.89,7.32,6.25,5.97,5.7,5.28,4.46,3.83,5.8
27.25,-108.75,ALLSKY_SFC_SW_DWN,4.18,5,6.52,7.53,8.14,7.61,6.41,6.17,5.92,5.33,4.49,3.85,5.93
27.75,-108.75,ALLSKY_SFC_SW_DWN,4.18,5,6.52,7.53,8.14,7.61,6.41,6.17,5.92,5.33,4.49,3.85,5.93
28.25,-108.75,ALLSKY_SFC_SW_DWN,4.1,4.92,6.49,7.54,8.14,7.64,6.37,6.1,5.95,5.28,4.43,3.78,5.89
28.75,-108.75,ALLSKY_SFC_SW_DWN,4.1,4.92,6.49,7.54,8.14,7.64,6.37,6.1,5.95,5.28,4.43,3.78,5.89
29.25,-108.75,ALLSKY_SFC_SW_DWN,3.93,4.74,6.36,7.53,8.12,7.75,6.49,6.14,5.96,5.19,4.29,3.63,5.84
29.75,-108.75,ALLSKY_SFC_SW_DWN,3.93,4.74,6.36,7.53,8.12,7.75,6.49,6.14,5.96,5.19,4.29,3.63,5.84
30.25,-108.75,ALLSKY_SFC_SW_DWN,3.7,4.51,6.12,7.3,7.82,7.52,6.21,5.83,5.7,4.95,4.07,3.42,5.6
30.75,-108.75,ALLSKY_SFC_SW_DWN,3.7,4.51,6.12,7.3,7.82,7.52,6.21,5.83,5.7,4.95,4.07,3.42,5.6
31.25,-108.75,ALLSKY_SFC_SW_DWN,3.56,4.38,5.91,7.03,7.54,7.36,6.19,5.84,5.55,4.76,3.89,3.29,5.44
31.75,-108.75,ALLSKY_SFC_SW_DWN,3.56,4.38,5.91,7.03,7.54,7.36,6.19,5.84,5.55,4.76,3.89,3.29,5.44
32.25,-108.75,ALLSKY_SFC_SW_DWN,3.43,4.26,5.76,7.07,7.7,7.58,6.47,5.96,5.62,4.65,3.77,3.16,5.45
32.75,-108.75,ALLSKY_SFC_SW_DWN,3.43,4.26,5.76,7.07,7.7,7.58,6.47,5.96,5.62,4.65,3.77,3.16,5.45
14.75,-108.25,ALLSKY_SFC_SW_DWN,4.99,6.01,6.76,6.98,6.69,6.12,5.86,5.8,5.31,5.44,5.16,4.65,5.81
15.25,-108.25,ALLSKY_SFC_SW_DWN,4.95,5.96,6.69,7,6.8,6.26,6.06,5.99,5.43,5.56,5.12,4.63,5.87
15.75,-108.25,ALLSKY_SFC_SW_DWN,4.95,5.96,6.69,7,6.8,6.26,6.06,5.99,5.43,5.56,5.12,4.63,5.87
16.25,-108.25,ALLSKY_SFC_SW_DWN,4.92,5.92,6.67,7.03,6.86,6.46,6.27,6.14,5.48,5.62,5.09,4.56,5.92
